Company,Year_term,Peak demand (MW),Time and date of occurrence (Y/M/D/H)
会社名,年期,総合計,最大発生日時
Tokyo,199909,59250,1999.09.01.15
Chubu,199909,24814,1999.09.01.12
Hokuriku,199909,4725,1999.09.14.12
Kansai,199909,29630,1999.09.01.14
Chugoku,199909,10452,1999.09.20.15
Shikoku,199909,5108,1999.09.13.14
Kyushu,199909,15120,1999.09.20.15
Okinawa,199909,1407,1999.09.13.15
Hokkaido,199908,4736,1999.08.09.
Tohoku,199908,14430,1999.08.04.15
Tokyo,199908,59150,1999.08.23.15
Chubu,199908,25806,1999.08.31.15
Hokuriku,199908,5280,1999.08.04.15
Kansai,199908,30710,1999.08.31.
Chugoku,199908,10669,1999.08.09.15
Shikoku,199908,5240,1999.08.30.15
Kyushu,199908,14842,1999.08.11.15
Okinawa,199908,1355,1999.08.27.15
Hokkaido,199907,4622,1999.07.28.12
Tohoku,199907,14280,1999.07.27.15
Tokyo,199907,58310,1999.07.30.15
Chubu,199907,25209,1999.07.22.15
Hokuriku,199907,5114,1999.07.30.15
Kansai,199907,29670,1999.07.22.
Chugoku,199907,10371,1999.07.22.15
Shikoku,199907,5112,1999.07.23.14
Kyushu,199907,14396,1999.07.28.15
Okinawa,199907,1385,1999.07.19.15
Hokkaido,199906,4106,1999.06.14.15
Tohoku,199906,11784,1999.06.15.15
Tokyo,199906,51621,1999.06.16.15
Chubu,199906,22076,1999.06.16.15
Hokuriku,199906,4310,1999.06.15.15
Kansai,199906,26637,1999.06.17.14
Chugoku,199906,9094,1999.06.15.15
Shikoku,199906,4682,1999.06.17.14
Kyushu,199906,13084,1999.06.17.15
Okinawa,199906,1362,1999.06.28.15
Hokkaido,199905,4101,1999.05.07.20
Tohoku,199905,10319,1999.05.13.15
Tokyo,199905,44092,1999.05.25.15
Chubu,199905,19128,1999.05.14.15
Hokuriku,199905,3595,1999.05.19.15
Kansai,199905,21681,1999.05.19.15
Chugoku,199905,7612,1999.05.19.14
Shikoku,199905,3711,1999.05.19.15
Kyushu,199905,10432,1999.05.24.15
Okinawa,199905,1213,1999.05.26.15
Hokkaido,199904,4391,1999.04.07.19
Tohoku,199904,10929,1999.04.08.11
Tokyo,199904,40851,1999.04.06.17
Chubu,199904,19184,1999.04.08.11
Hokuriku,199904,3936,1999.04.07.12
Kansai,199904,21118,1999.04.08.11
Chugoku,199904,7903,1999.04.07.11
Shikoku,199904,3611,1999.04.06.11
Kyushu,199904,10018,1999.04.09.15
Okinawa,199904,951,1999.04.17.20
Hokkaido,199903,4721,1999.03.03.19
Tohoku,199903,11415,1999.03.12.11
Tokyo,199903,47386,1999.03.09.17
Chubu,199903,20883,1999.03.11.11
Hokuriku,199903,4071,1999.03.11.11
Kansai,199903,22949,1999.03.09.14
Chugoku,199903,8393,1999.03.09.12
Shikoku,199903,3989,1999.03.09.15
Kyushu,199903,11082,1999.03.30.12
Okinawa,199903,970,1999.03.26.20
Hokkaido,199902,4873,1998.02.08.18
Tohoku,199902,12475,1999.02.03.18
Tokyo,199902,47976,1999.02.24.17
Chubu,199902,22181,1999.02.03.11
Hokuriku,199902,4605,1999.02.03.11
Kansai,199902,25238,1999.02.04.11
Chugoku,199902,9089,1999.02.03.11
Shikoku,199902,4351,1999.02.12.19
Kyushu,199902,12415,1999.02.03.12
Okinawa,199902,897,1999.02.03.20
Hokkaido,199901,4916,1999.01.21.18
Tohoku,199901,12663,1999.01.08.17
Tokyo,199901,47575,1999.01.08.18
Chubu,199901,21923,1999.01.12.10
Hokuriku,199901,4549,1999.01.08.17
Kansai,199901,24639,1999.01.08.11
Chugoku,199901,9047,1999.01.08.11
Shikoku,199901,4262,1999.01.08.18
Kyushu,199901,11967,1999.01.07.19
Okinawa,199901,885,1999.01.11.19
Hokkaido,199812,5111,1998.12.17.17
Tohoku,199812,12189,1998.12.11.17
Tokyo,199812,49192,1998.12.03.17
Chubu,199812,20594,1998.12.22.10
Hokuriku,199812,4215,1998.12.11.12
Kansai,199812,23023,1998.12.11.11
Chugoku,199812,8466,1998.12.11.10
Shikoku,199812,3992,1998.12.11.18
Kyushu,199812,11404,1998.12.09.19
Okinawa,199812,947,1998.12.01.19
Hokkaido,199811,4783,1998.11.17.17
Tohoku,199811,11702,1998.11.19.17
Tokyo,199811,43738,1998.11.26.18
Chubu,199811,19811,1998.11.19.10
Hokuriku,199811,4182,1998.11.20.12
Kansai,199811,21906,1998.11.20.11
Chugoku,199811,8261,1998.11.30.17
Shikoku,199811,3846,1998.11.19.18
Kyushu,199811,10964,1998.11.19.19
Okinawa,199811,1113,1998.11.16.19
Hokkaido,199810,4526,1998.10.15.18
Tohoku,199810,11127,1998.10.15.17
Tokyo,199810,50146,1998.10.02.15
Chubu,199810,21700,1998.10.02.14
Hokuriku,199810,4303,1998.10.01.15
Kansai,199810,26336,1998.10.01.15
Chugoku,199810,9159,1998.10.01.15
Shikoku,199810,4653,1998.10.01.15
Kyushu,199810,12291,1998.10.14.15
Okinawa,199810,1253,1998.10.16.14
Hokkaido,199809,4641,1998.09.21.19
Tohoku,199809,12122,1998.09.22.12
Tokyo,199809,52953,1998.09.22.12
Chubu,199809,24093,1998.09.01.15
Hokuriku,199809,4474,1998.09.10.15
Kansai,199809,27210,1998.09.11.15
Chugoku,199809,9759,1998.09.10.15
Shikoku,199809,4794,1998.09.11.15
Kyushu,199809,14130,1998.09.21.15
Okinawa,199809,1336,1998.09.10.12
Hokkaido,199808,4367,1998.08.24.19
Tohoku,199808,12894,1998.08.24.15
Tokyo,199808,56913,1998.08.25.15
Chubu,199808,26393,1998.08.04.15
Hokuriku,199808,4846,1998.08.05.15
Kansai,199808,32160,1998.08.04.15
Chugoku,199808,11212,1998.08.04.15
Shikoku,199808,5795,1998.08.07.15
Kyushu,199808,16420,1998.08.06.15
Okinawa,199808,1412,1998.08.21.15
Hokkaido,199807,4386,1998.07.27.14
Tohoku,199807,13590,1998.07.28.15
Tokyo,199807,59200,1998.07.03.15
Chubu,199807,25767,1998.07.03.15
Hokuriku,199807,4847,1998.07.03.15
Kansai,199807,30885,1998.07.07.15
Chugoku,199807,10663,1998.07.07.15
Shikoku,199807,5340,1998.07.09.15
Kyushu,199807,15452,1998.07.09.15
Okinawa,199807,1412,1998.07.15.15
Hokkaido,199806,4079,1998.06.26.15
Tohoku,199806,11205,1998.06.26.15
Tokyo,199806,49980,1998.06.30.15
Chubu,199806,22774,1998.06.30.15
Hokuriku,199806,4440,1998.06.26.15
Kansai,199806,27012,1998.06.30.15
Chugoku,199806,9561,1998.06.30.15
Shikoku,199806,4761,1998.06.29.15
Kyushu,199806,13597,1998.06.29.15
Okinawa,199806,1364,1998.06.29.15
Hokkaido,199805,4126,1998.05.01.19
Tohoku,199805,10564,1998.05.21.15
Tokyo,199805,45022,1998.05.25.15
Chubu,199805,20482,1998.05.22.15
Hokuriku,199805,3828,1998.05.07.15
Kansai,199805,24133,1998.05.22.15
Chugoku,199805,8279,1998.05.22.15
Shikoku,199805,3899,1998.05.22.15
Kyushu,199805,11329,1998.05.22.15
Okinawa,199805,1219,1998.05.29.16
Hokkaido,199804,4092,1998.04.30.20
Tohoku,199804,11303,1998.04.02.11
Tokyo,199804,46202,1998.04.02.11
Chubu,199804,20151,1998.04.02.11
Hokuriku,199804,4058,1998.04.01.15
Kansai,199804,22052,1998.04.01.15
Chugoku,199804,8177,1998.04.01.15
Shikoku,199804,3794,1998.04.30.15
Kyushu,199804,10787,1998.04.28.15
Okinawa,199804,1080,1998.04.24.15
Hokkaido,199803,4605,1998.03.07.19
Tohoku,199803,11415,1999.03.12.11
Tokyo,199803,47547,1998.03.05.17
Chubu,199803,20955,1998.03.05.15
Hokuriku,199803,4014,1998.03.17.11
Kansai,199803,23241,1998.03.05.14
Chugoku,199803,8353,1998.03.05.11
Shikoku,199803,4064,1998.03.05.12
Kyushu,199803,11068,1998.03.10.11
Okinawa,199803,949,1998.03.31.20
Hokkaido,199802,4846,1998.02.06.18
Tohoku,199802,12071,1998.02.04.18
Tokyo,199802,48548,1998.02.10.11
Chubu,199802,22030,1998.02.12.11
Hokuriku,199802,4499,1998.02.10.11
Kansai,199802,24812,1998.02.09.11
Chugoku,199802,9059,1998.02.03.10
Shikoku,199802,4185,1998.02.03.10
Kyushu,199802,11767,1998.02.03.11
Okinawa,199802,882,1998.02.05.20
Hokkaido,199801,4929,1998.01.22.18
Tohoku,199801,12592,1998.01.08.17
Tokyo,199801,52300,1998.01.12.17
Chubu,199801,22383,1998.01.08.17
Hokuriku,199801,4554,1998.01.26.11
Kansai,199801,24989,1998.01.08.12
Chugoku,199801,9182,1998.01.20.10
Shikoku,199801,4360,1998.01.23.11
Kyushu,199801,12449,1998.01.23.11
Okinawa,199801,907,1998.01.14.19
Hokkaido,199712,4831,1997.12.10.17
Tohoku,199712,12321,1997.12.22.17
Tokyo,199712,47343,1997.12.22.18
Chubu,199712,21067,1997.12.17.17
Hokuriku,199712,4446,1997.12.10.17
Kansai,199712,23900,1997.12.17.17
Chugoku,199712,8968,1997.12.12.10
Shikoku,199712,4146,1997.12.12.18
Kyushu,199712,11824,1997.12.12.18
Okinawa,199712,901,1997.12.22.18
Hokkaido,199711,4569,1997.11.26.17
Tohoku,199711,11357,1997.11.26.17
Tokyo,199711,44893,1997.11.20.17
Chubu,199711,19743,1997.11.20.17
Hokuriku,199711,4106,1997.11.18.17
Kansai,199711,21584,1997.11.25.17
Chugoku,199711,8002,1997.11.19.10
Shikoku,199711,3738,1997.11.18.18
Kyushu,199711,10765,1997.11.18.19
Okinawa,199711,1004,1997.11.14.19
Hokkaido,199710,4414,1997.10.30.18
Tohoku,199710,10830,1997.10.27.18
Tokyo,199710,41241,1997.10.08.15
Chubu,199710,18964,1997.10.23.15
Hokuriku,199710,3971,1997.10.31.17
Kansai,199710,21317,1997.10.03.15
Chugoku,199710,7822,1997.10.24.15
Shikoku,199710,3609,1997.10.24.15
Kyushu,199710,10730,1997.10.03.15
Okinawa,199710,1131,1997.10.03.15
Hokkaido,199709,4379,1997.09.08.19
Tohoku,199709,12815,1997.09.02.15
Tokyo,199709,57145,1997.09.03.15
Chubu,199709,25714,1997.09.09.15
Hokuriku,199709,5044,1997.09.02.15
Kansai,199709,31410,1997.09.02.15
Chugoku,199709,10933,1997.09.02.15
Shikoku,199709,5316,1997.09.02.15
Kyushu,199709,15507,1997.09.02.15
Okinawa,199709,1316,1997.09.03.15
Hokkaido,199708,4453,1997.08.04.15
Tohoku,199708,13490,1997.8.1.15
Tokyo,199708,57716,1997.8.4.15
Chubu,199708,26190,1997.08.22.15
Hokuriku,199708,5230,1997.08.22.14
Kansai,199708,31099,1997.8.22.15
Chugoku,199708,11014,1997.08.19.15
Shikoku,199708,5191,1997.08.21.15
Kyushu,199708,15332,1997.08.20.15
Okinawa,199708,1315,1997.08.05.15
Hokkaido,199707,4506,1997.7.25.15
Tohoku,199707,13160,1997.7.31
Tokyo,199707,57956,1997.7.4.15
Chubu,199707,24989,1997.7.4.15
Hokuriku,199707,4868,1997.7.25.15
Kansai,199707,29426,1997.7.24
Chugoku,199707,10407,1997.7.25.15
Shikoku,199707,4976,1997.7.4.15
Kyushu,199707,14557,1997.07.24.15
Okinawa,199707,1317,1997.7.18.15
Hokkaido,199706,4109,1997.6.26.17
Tohoku,199706,12108,1997.6.25.15
Tokyo,199706,55010,1997.6.27.15
Chubu,199706,24365,1997.6.27.15
Hokuriku,199706,4793,1997.6.27.15
Kansai,199706,28464,1997.6.27
Chugoku,199706,10119,1997.6.27.15
Shikoku,199706,4649,1997.6.27.15
Kyushu,199706,13988,1997.6.26.15
Okinawa,199706,1252,1997.6.25.15
Hokkaido,199705,4013,1997.5.2.20
Tohoku,199705,10229,1997.5.16.15
Tokyo,199705,43500,1997.5.16.15
Chubu,199705,20198,1997.5.7.15
Hokuriku,199705,3842,1997.5.16.15
Kansai,199705,23322,1997.5.7
Chugoku,199705,8114,1997.5.16.15
Shikoku,199705,3809,1997.5.16.15
Kyushu,199705,11354,1997.5.6.15
Okinawa,199705,1154,1997.5.16.15
Hokkaido,199704,4058,1997.4.1.19
Tohoku,199704,10491,1997.4.3.11
Tokyo,199704,40248,1997.4.3.17
Chubu,199704,19008,1997.4.2.11
Hokuriku,199704,3858,1997.4.3.11
Kansai,199704,20932,1997.4.2.12
Chugoku,199704,7942,1997.4.2.14
Shikoku,199704,3556,1997.4.2.11
Kyushu,199704,9800,1997.4.4.15
Okinawa,199704,1057,1997.4.30.15
Hokkaido,199703,4535,1997.3.8.19
Tohoku,199703,11269,1997.3.4.11
Tokyo,199703,44841,1997.3.3.18
Chubu,199703,20889,1997.3.3.11
Hokuriku,199703,4071,1997.3.3.11
Kansai,199703,23079,1997.3.3.11
Chugoku,199703,8491,1997.3.21.12
Shikoku,199703,3976,1997.3.21.11
Kyushu,199703,10435,1997.3.4.10
Okinawa,199703,854,1997.3.14.20
Hokkaido,199702,4611,1997.2.3.18
Tohoku,199702,11874,1997.2.21.17
Tokyo,199702,48550,1997.2.3.11
Chubu,199702,21705,1997.2.13.10
Hokuriku,199702,4489,1997.2.4.11
Kansai,199702,25354,1997.2.4.11
Chugoku,199702,9062,1997.2.4.10
Shikoku,199702,4093,1997.2.4.10
Kyushu,199702,11488,1997.2.18.19
Okinawa,199702,844,1997.2.13.20
Hokkaido,199701,4659,1997.1.29.18
Tohoku,199701,12219,1997.1.21.18
Tokyo,199701,48500,1997.1.22.18
Chubu,199701,22266,1997.1.22.11
Hokuriku,199701,4545,1997.1.22.11
Kansai,199701,25386,1997.1.22.11
Chugoku,199701,9184,1997.1.31.10
Shikoku,199701,4280,1997.1.24.12
Kyushu,199701,12172,1997.1.7.10
Okinawa,199701,857,1997.1.8.20
Hokkaido,199612,4890,1996.12.20.17
Tohoku,199612,11923,1996.12.20.17
Tokyo,199612,45718,1996.12.2.18
Chubu,199612,21084,1996.12.24.10
Hokuriku,199612,4389,1996.12.19.17
Kansai,199612,23768,1996.12.2.18
Chugoku,199612,8794,1996.12.6.11
Shikoku,199612,4046,1996.12.6.18
Kyushu,199612,11690,1996.12.6.19
Okinawa,199612,865,1996.12.17.19
Hokkaido,199611,4657,1996.11.29.17
Tohoku,199611,11410,1996.11.27.17
Tokyo,199611,45060,1996.11.20.17
Chubu,199611,19883,1996.11.29.17
Hokuriku,199611,4079,1996.11.29.17
Kansai,199611,23187,1996.11.29.17
Chugoku,199611,8394,1996.11.29.17
Shikoku,199611,3982,1996.11.29.17
Kyushu,199611,11103,1996.11.29.17
Okinawa,199611,1090,1996.11.1.15
Hokkaido,199610,4336,1996.10.25.18
Tohoku,199610,10407,1996.10.31.18
Tokyo,199610,41072,1996.10.7.18
Chubu,199610,19135,1996.10.7.15
Hokuriku,199610,3651,1996.10.7.15
Kansai,199610,21422,1996.10.7.15
Chugoku,199610,7485,1996.10.28.15
Shikoku,199610,3466,1996.10.11.15
Kyushu,199610,10277,1996.10.1.15
Okinawa,199610,1088,1996.10.8.16
Hokkaido,199609,4320,1996.9.19.19
Tohoku,199609,11024,1996.9.5.15
Tokyo,199609,50129,1996.9.2.12
Chubu,199609,22651,1996.9.5.15
Hokuriku,199609,4220,1996.9.5.12
Kansai,199609,26545,1996.9.5.15
Chugoku,199609,9086,1996.9.2.15
Shikoku,199609,4486,1996.9.5.15
Kyushu,199609,13120,1996.9.19.15
Okinawa,199609,1305,1996.9.12.15
Hokkaido,199608,4168,1996.8.22.19
Tohoku,199608,12744,1996.8.1.12
Tokyo,199608,56221,1996.8.1.15
Chubu,199608,26168,1996.8.2.15
Hokuriku,199608,5174,1996.8.1.15
Kansai,199608,32230,1996.8.2.15
Chugoku,199608,11267,1996.8.2.15
Shikoku,199608,5389,1996.8.2.15
Kyushu,199608,15809,1996.8.2.15
Okinawa,199608,1278,1996.8.9.15
Hokkaido,199607,4228,1996.7.30.12
Tohoku,199607,13100,1996.7.26.15
Tokyo,199607,59400,1996.7.18.15
Chubu,199607,25875,1996.7.18.15
Hokuriku,199607,5156,1996.7.19.15
Kansai,199607,31239,1996.7.18.15
Chugoku,199607,11023,1996.7.30.15
Shikoku,199607,5269,1996.7.29.15
Kyushu,199607,15389,1996.7.30.15
Okinawa,199607,1330,1996.7.2.15
Hokkaido,199606,3863,1996.6.27.15
Tohoku,199606,10409,1996.6.14.15
Tokyo,199606,45750,1996.6.25.15
Chubu,199606,21395,1996.6.25
Hokuriku,199606,4254,1996.6.18.15
Kansai,199606,26082,1996.6.25.15
Chugoku,199606,8395,1996.6.25.15
Shikoku,199606,4274,1996.6.29.15
Kyushu,199606,12598,1996.6.25.15
Okinawa,199606,1317,1996.6.28.15
Hokkaido,199605,3994,1996.5.2.19
Tohoku,199605,10150,1996.5.30.15
Tokyo,199605,43896,1996.5.31.15
Chubu,199605,19318,1996.5.28
Hokuriku,199605,3812,1996.5.30.15
Kansai,199605,22272,1996.5.28.15
Chugoku,199605,7563,1996.5.31.14
Shikoku,199605,3546,1996.5.31.15
Kyushu,199605,10243,1996.5.31.15
Okinawa,199605,960,1996.5.30.12
Hokkaido,199604,3977,1996.4.18.19
Tohoku,199604,10518,1996.4.3.11
Tokyo,199604,42335,1996.4.2.12
Chubu,199604,19169,1996.4.3.11
Hokuriku,199604,4024,1996.4.12.11
Kansai,199604,22263,1996.4.12.11
Chugoku,199604,8118,1996.4.3.10
Shikoku,199604,3672,1996.4.3.11
Kyushu,199604,10586,1996.4.2.11
Okinawa,199604,914,1996.4.30.20
Hokkaido,199603,4267,1996.03.22.19
Tohoku,199603,11286,1996.03.05.11
Tokyo,199603,46258,1996.03.08.11
Chubu,199603,,9999.9.9.9
Hokuriku,199603,4149,1996.03.05.11
Kansai,199603,24067,1996.03.07.17
Chugoku,199603,8662,1996.03.07.10
Shikoku,199603,4032,1996.03.07.12
Kyushu,199603,10586,1996.03.07.12
Okinawa,199603,823,
Hokkaido,199602,4622,1996.02.01.18
Tohoku,199602,11905,1996.02.02.18
Tokyo,199602,47950,1996.02.02.18
Chubu,199602,22260,1996.02.02.11
Hokuriku,199602,4564,1996.02.02.11
Kansai,199602,25424,1996.02.02.11
Chugoku,199602,9019,1996.02.02.12
Shikoku,199602,4188,1996.02.02.11
Kyushu,199602,11804,1996.02.02.12
Okinawa,199602,844,1996.2.21.20
Hokkaido,199601,4633,1996.01.31.18
Tohoku,199601,11945,1996.01.09.17
Tokyo,199601,46995,1996.01.19.17
Chubu,199601,21592,1996.01.25.10
Hokuriku,199601,4440,1996.01.09.11
Kansai,199601,24569,1996.01.09.11
Chugoku,199601,8813,1996.01.31.10
Shikoku,199601,4083,1996.01.09.18
Kyushu,199601,11588,1996.01.09.19
Okinawa,199601,823,1996.1.10.20
Hokkaido,199512,4633,1995.12.18.17
Tohoku,199512,11905,1995.12.26.17
Tokyo,199512,47300,1995.12.26.18
Chubu,199512,21411,1995.12.26.11
Hokuriku,199512,4429,1995.12.26.11
Kansai,199512,24804,1995.12.25.11
Chugoku,199512,8827,1995.12.25.12
Shikoku,199512,4134,1995.12.25.14
Kyushu,199512,11688,1995.12.25.11
Okinawa,199512,819,1995.12.14.19
Hokkaido,199511,4388,1995.11.27.17
Tohoku,199511,11019,1995.11.24.17
Tokyo,199511,43054,1995.11.28.18
Chubu,199511,19124,1995.11.16.11
Hokuriku,199511,3963,1995.11.30.17
Kansai,199511,21815,1995.11.29.17
Chugoku,199511,8014,1995.11.24.10
Shikoku,199511,3736,1995.11.24.18
Kyushu,199511,10844,1995.11.24.18
Okinawa,199511,961,1995.11.7.14
Hokkaido,199510,4146,1995.10.19.18
Tohoku,199510,9838,1995.10.24.17
Tokyo,199510,43628,1995.10.03.15
Chubu,199510,19473,1995.10.03.15
Hokuriku,199510,3681,1995.10.03.15
Kansai,199510,23007,1995.10.02.15
Chugoku,199510,7611,1995.10.03.15
Shikoku,199510,3634,1995.10.02.15
Kyushu,199510,10551,1995.10.04.15
Okinawa,199510,1178,1995.10.4.15
Hokkaido,199509,4102,1995.09.26.19
Tohoku,199509,10750,1995.09.01.15
Tokyo,199509,52350,1995.09.11.15
Chubu,199509,21973,1995.09.04.15
Hokuriku,199509,4219,1995.09.04.15
Kansai,199509,26933,1995.09.04.15
Chugoku,199509,9491,1995.09.04.15
Shikoku,199509,4652,1995.09.04.15
Kyushu,199509,14125,1995.09.07.15
Okinawa,199509,1311,1995.9.7.16
Hokkaido,199508,4121,1995.08.25.15
Tohoku,199508,12820,1995.08.25.15
Tokyo,199508,58650,1995.08.25.15
Chubu,199508,26007,1995.08.25.15
Hokuriku,199508,5136,1995.08.24.15
Kansai,199508,31520,1995.08.25.15
Chugoku,199508,11089,1995.08.25.15
Shikoku,199508,5347,1995.08.25.15
Kyushu,199508,15603,1995.08.25.15
Okinawa,199508,1262,1995.8.9.15
Hokkaido,199507,4287,1995.07.27.15
Tohoku,199507,12780,1995.07.27.15
Tokyo,199507,56602,1995.07.26.15
Chubu,199507,25040,1995.07.27.15
Hokuriku,199507,4863,1995.07.27.15
Kansai,199507,30680,1995.07.27.15
Chugoku,199507,10655,1995.07.28.15
Shikoku,199507,5130,1995.07.28.15
Kyushu,199507,14500,1995.07.28.15
Okinawa,199507,1284,1995.7.20.15
Hokkaido,199506,3620,1995.06.30.15
Tohoku,199506,10542,1995.06.30.15
Tokyo,199506,44275,1995.06.30.15
Chubu,199506,20545,1995.06.30.15
Hokuriku,199506,4045,1995.06.30.15
Kansai,199506,24459,1995.06.30.15
Chugoku,199506,8123,1995.06.30.14
Shikoku,199506,3825,1995.06.30.15
Kyushu,199506,11110,1995.06.29.15
Okinawa,199506,1216,1995.6.27.16
Hokkaido,199505,3672,1995.05.02.11
Tohoku,199505,9361,1995.05.30.15
Tokyo,199505,40222,1995.05.26.15
Chubu,199505,17969,1995.05.26.15
Hokuriku,199505,3510,1995.05.25.15
Kansai,199505,20182,1995.05.26.15
Chugoku,199505,7137,1995.05.10.15
Shikoku,199505,3302,1995.05.26.15
Kyushu,199505,9705,1995.05.26.15
Okinawa,199505,1116,1995.5.30.15
Hokkaido,199504,3806,1995.04.12.19
Tohoku,199504,9876,1995.04.12.12
Tokyo,199504,39436,1995.04.12.11
Chubu,199504,18703,1995.04.03.11
Hokuriku,199504,3885,1995.04.03.11
Kansai,199504,20756,1995.04.03.11
Chugoku,199504,7645,1995.04.14.12
Shikoku,199504,3389,1995.04.14.12
Kyushu,199504,9309,1995.04.04.10
Okinawa,199504,965,1995.4.25.20
Hokkaido,199503,4164,1995.03.02.19
Tohoku,199503,10437,1995.03.02.11
Tokyo,199503,45276,1995.03.01.11
Chubu,199503,20557,1995.03.10.11
Hokuriku,199503,3976,1995.03.02.11
Kansai,199503,22244,1995.03.03.11
Chugoku,199503,8431,1995.03.03.10
Shikoku,199503,3768,1995.03.03.17
Kyushu,199503,10380,1995.03.03.12
Okinawa,199503,820,1995.3.24.20
Hokkaido,199502,4289,1995.02.09.18
Tohoku,199502,10894,1995.02.06.18
Tokyo,199502,43972,1995.02.07.10
Chubu,199502,20984,1995.02.07.11
Hokuriku,199502,4200,1995.02.01.11
Kansai,199502,23353,1995.02.02.11
Chugoku,199502,8655,1995.02.06.10
Shikoku,199502,3907,1995.02.02.10
Kyushu,199502,11161,1995.02.02.10
Okinawa,199502,836,1995.2.6.20
Hokkaido,199501,4413,1995.01.19.18
Tohoku,199501,11366,1995.01.30.18
Tokyo,199501,45362,1995.01.17.18
Chubu,199501,21442,1995.01.31.11
Hokuriku,199501,4366,1995.01.30.11
Kansai,199501,23476,1995.01.31.11
Chugoku,199501,8681,1995.01.31.10
Shikoku,199501,3903,1995.01.06.11
Kyushu,199501,11070,1995.01.30.19
Okinawa,199501,816,1995.1.27.20
Hokkaido,199412,4477,1994.12.16.17
Tohoku,199412,11518,1994.12.19.17
Tokyo,199412,45869,1994.12.20.18
Chubu,199412,20869,1994.12.20.11
Hokuriku,199412,4229,1994.12.19.17
Kansai,199412,23046,1994.12.16.17
Chugoku,199412,8360,1994.12.19.10
Shikoku,199412,3794,1994.12.20.11
Kyushu,199412,10675,1994.12.16.19
Okinawa,199412,892,1994.12.12.19
Hokkaido,199411,4271,1994.11.18.17
Tohoku,199411,10437,1994.11.15.17
Tokyo,199411,42020,1994.11.28.18
Chubu,199411,18646,1994.11.29.10
Hokuriku,199411,3760,1994.11.25.17
Kansai,199411,21004,1994.11.28.11
Chugoku,199411,7813,1994.11.28.10
Shikoku,199411,3428,1994.11.29.18
Kyushu,199411,9826,1994.11.28.19
Okinawa,199411,918,1994.11.15.19
Hokkaido,199410,4010,1994.10.26.18
Tohoku,199410,9873,1994.10.21.17
Tokyo,199410,41763,1994.10.13.15
Chubu,199410,19467,1994.10.13.15
Hokuriku,199410,3879,1994.10.12.15
Kansai,199410,23460,1994.10.12.15
Chugoku,199410,8027,1994.10.12.14
Shikoku,199410,3680,1994.10.12.15
Kyushu,199410,10146,1994.10.12.15
Okinawa,199410,1043,1994.10.17.15
Hokkaido,199409,4140,1994.9.6.19
Tohoku,199409,11380,1994.9.5.15
Tokyo,199409,54159,1994.9.1.14
Chubu,199409,24616,1994.9.1.15
Hokuriku,199409,4729,1994.9.1.15
Kansai,199409,29916,1994.9.1.14
Chugoku,199409,10575,1994.9.1.15
Shikoku,199409,5069,1994.9.1.14
Kyushu,199409,14377,1994.9.1.15
Okinawa,199409,1190,1994.9.9.15
Hokkaido,199408,4238,1994.8.4.15
Tohoku,199408,12640,1994.8.8.15
Tokyo,199408,57600,1994.8.4.15
Chubu,199408,25627,1994.8.4.15
Hokuriku,199408,4955,1994.8.9.12
Kansai,199408,31390,1994.8.8.15
Chugoku,199408,10853,1994.8.5.15
Shikoku,199408,5220,1994.8.5.15
Kyushu,199408,14904,1994.8.5.15
Okinawa,199408,1237,1994.8.5.19
Hokkaido,199407,4080,1994.07.22.15
Tohoku,199407,12290,1994.07.26.15
Tokyo,199407,56350,1994.07.15.15
Chubu,199407,25190,1994.07.15.15
Hokuriku,199407,4900,1994.07.15.15
Kansai,199407,31170,1994.07.15.15
Chugoku,199407,10940,1994.07.15.15
Shikoku,199407,5160,1994.07.15.15
Kyushu,199407,14794,1994.07.19.15
Okinawa,199407,1263,1994.7.12.15
Hokkaido,199406,3698,1994.06.24.15
Tohoku,199406,10238,1994.06.17.15
Tokyo,199406,47710,1994.06.27.16
Chubu,199406,21577,1994.06.27.15
Hokuriku,199406,4042,1994.06.30.15
Kansai,199406,26870,1994.06.27.15
Chugoku,199406,9137,1994.06.27.15
Shikoku,199406,4549,1994.06.27.15
Kyushu,199406,12715,1994.06.27.15
Okinawa,199406,1224,1994.6.27.15
Hokkaido,199405,3536,1994.05.27.17
Tohoku,199405,9465,1994.05.26.15
Tokyo,199405,41712,1994.05.27.15
Chubu,199405,18677,1994.05.27.12
Hokuriku,199405,3488,1994.05.24.15
Kansai,199405,21263,1994.05.27.12
Chugoku,199405,7312,1994.05.24.15
Shikoku,199405,3363,1994.05.27.12
Kyushu,199405,9849,1994.05.24.15
Okinawa,199405,993,1994.5.26.12
Hokkaido,199404,3692,1994.4.7.19
Tohoku,199404,9022,1994.4.11.11
Tokyo,199404,35861,1994.4.11.11
Chubu,199404,17479,1994.4.12.15
Hokuriku,199404,3456,1994.4.8.11
Kansai,199404,19223,1994.4.12.15
Chugoku,199404,7037,1994.4.12.14
Shikoku,199404,3185,1994.4.1.15
Kyushu,199404,9335,1994.4.1.15
Okinawa,199404,943,1994.4.25.15
Hokkaido,199403,3955,1994.03.17.19
Tohoku,199403,10112,1994.03.08.17
Tokyo,199403,43839,1994.03.23.11
Chubu,199403,19786,1994.03.08.11
Hokuriku,199403,3955,1994.03.25.11
Kansai,199403,21895,1994.03.07.11
Chugoku,199403,7943,1994.03.08.10
Shikoku,199403,3599,1994.03.07.14
