Company,Year_term,Electricity generated_Hydroelectric_Run-of-river (MWh),Electricity generated_Hydroelectric_With reservoir (MWh),Electricity generated_Hydroelectric_Pumped-storage (MWh),Electricity generated_Hydroelectric_Total hydroelectric (MWh),Electricity generated_Thermal power_Conventional (MWh),Electricity generated_Thermal power_Gas turbine (MWh),Electricity generated_Thermal power_Internal-combustion engine (MWh),Electricity generated_Thermal power_Total Thermal Power (MWh),Electricity generated_Nuclear power (MWh),Electricity generated_Renewable energy (MWh),Electricity generated_Other power sources (MWh),Electricity generated_Total Electricity generated (MWh),Electricity generated_Electricity purchesed_Total (MWh),Electricity generated_Electricity purchesed_Total surplus electricity (MWh),Electricity generated_Exchange among General Electricity Utilities (Net) (MWh),Electricity generated_Consumption by pumping at pumped-starage PSs_Total (MWh),Electricity generated_Grand total (MWh),Consumption in power stations_Hydroelectric (MWh),Consumption in power stations_Thermal power (MWh),Consumption in power stations_Nuclear power (MWh),Consumption in power stations_Renewable energy (MWh),Consumption in power stations_Other power sources (MWh),Consumption in power stations_Total (MWh),Electricity supply (at sending end) (MWh),Electricity supply (at user end) (MWh),Consuption at substations (MWh),Demand (MWh)
会社名,年期,供給力_水力発電所_自流式_自流式発電,供給力_水力発電所_貯水池式_貯水池式発電,供給力_水力発電所_揚水式_揚水式発電,供給力_水力発電所_揚水式_水力計,供給力_火力発電所_汽力,供給力_火力発電所_ガスタービン,供給力_火力発電所_内燃力,供給力_火力発電所_火力計,供給力_原子力発電所,供給力_新エネルギー等発電所,供給力_その他,供給力_発電計,供給力_他社受電_計,供給力_他社受電_自社余剰計,供給力_一般電気事業者間融通差引,供給力_揚水式発電所の揚水用電力_計,供給力_総合計,自社発電所所内用_水力,自社発電所所内用_火力,自社発電所所内用_原子力,自社発電所所内用_新エネルギー等,自社発電所所内用_その他,自社発電所所内用_計,送電端供給力,需要端供給力,変電所所内用,需要電力量
Tokyo,199407,688199,46882,476622,1211703,,,,14333720,9173076,,,24718499,3129739,,148900,-932082,27065056,6516,611369,396905,,,1014790,26050266,22099064,33515,22065549
Chubu,199407,415806,,140324,556130,,,,8066276,2361749,,,10984155,758302,,362913,-260654,11844716,3993,377118,105547,,,486658,11358058,9677573,11181,9666392
Hokuriku,199407,300116,176597,,476713,,,,1058032,228517,,,1763262,878203,,-272392,-7226,2361847,1986,51010,20953,,,73949,2287898,2014425,2105,2012320
Kansai,199407,740399,77529,145394,963322,,,,7356245,5953084,,,14272651,883907,,407493,-225134,15338917,6723,347052,280755,,,634530,14704387,12266111,16385,12249726
Chugoku,199407,81931,,90089,172020,,,,3314057,949281,,,4435358,1484819,,-306996,-123150,5490031,1914,179042,39737,,,220693,5269338,4266334,4893,4261441
Shikoku,199407,70052,16510,79292,165854,,,,1544999,1060106,0,,2770959,215210,,-279789,-98139,2608241,1606,80467,68244,,,150317,2457924,2015191,2771,2012420
Kyushu,199407,177681,18768,30895,227344,,,,4150204,2378404,60778,,6816730,970568,,-74342,-40830,7672126,2154,200533,110782,,,313469,7358657,5807450,7425,5800025
Okinawa,199407,,,,,,,,515967,,,,515967,202583,,,,718550,,36560,,,,36560,681990,576276,433,575843
Hokkaido,199406,382209,36287,59977,478473,,,,676102,833668,17693,,2005936,175442,,-144298,-10730,2026350,1477,52331,44117,,,97925,1928425,1750256,4222,1746034
Tohoku,199406,710269,68624,18769,797662,,,,3351969,0,19754,,4169385,1537353,,-400927,-26631,5279180,2634,144612,4948,,,152194,5126986,4838235,5105,4833130
Tokyo,199406,826140,37353,319626,1183119,,,,10776322,6929236,,,18888677,2398253,,777359,-499610,21564679,5097,491742,321419,,,818258,20746421,19139526,32258,19107268
Chubu,199406,620122,,138913,759035,,,,5848061,2209531,,,8816627,687336,,333414,-230182,9607195,3739,297506,97728,,,398973,9208222,8335877,9887,8325990
Hokuriku,199406,416376,170651,,587027,,,,769140,0,,,1356167,856947,,-294118,-350,1918646,1900,38162,5605,,,45667,1872979,1760790,1702,1759088
Kansai,199406,1024668,201906,110311,1336885,,,,4985651,4474513,,,10797049,725602,,283648,-144698,11661601,6152,247754,227076,,,480982,11180619,9854616,14535,9840081
Chugoku,199406,158750,,56605,215355,,,,2419385,917204,,,3551944,1164899,,-392148,-74017,4250678,1650,144217,38163,,,184030,4066648,3647357,4112,3643245
Shikoku,199406,89547,38706,24444,152697,,,,999235,754277,0,,1906209,233898,,-136697,-17715,1985695,1327,58113,58258,,,117698,1867997,1684788,2399,1682389
Kyushu,199406,333118,63129,11991,408238,,,,2501310,1892518,60744,,4862810,830509,,-26233,-2720,5664366,1754,144936,90023,,,236713,5427653,4859162,5885,4853277
Okinawa,199406,,,,,,,,424326,,,,424326,185331,,,,609657,,33040,,,,33040,576617,466244,368,465876
Hokkaido,199405,435232,65389,56834,557445,,,,545750,861459,19175,,1983839,181900,,-123017,-24968,2017754,2327,46326,45492,,,94145,1923609,1828180,4520,1823660
Tohoku,199405,1043563,61374,4618,1109555,,,,2423890,99390,48222,,3681057,1222701,,164719,-20871,5047606,2756,114389,10004,,,127149,4920457,4662716,4961,4657755
Tokyo,199405,946347,41281,325371,1312999,,,,9982969,6980535,,,18276503,2038515,,71548,-498432,19888134,5618,454452,308091,,,768161,19119973,17669538,30630,17638908
Chubu,199405,632936,,89709,722645,,,,5128129,2117839,,,7968613,618333,,242346,-170514,8658778,3416,263301,93397,,,360114,8298664,8010128,9914,8000214
Hokuriku,199405,581414,169472,,750886,,,,520370,0,,,1271256,780016,,-247091,-6099,1798082,1980,31664,5873,,,39517,1758565,1728521,1759,1726762
Kansai,199405,1074164,82020,115616,1271800,,,,4220683,4527284,,,10019767,556522,,122306,-197951,10500644,6356,213274,208178,,,427808,10072836,9532685,13989,9518696
Chugoku,199405,209616,,26671,236287,,,,2164379,952319,,,3352985,775479,,-162114,-37724,3928626,1570,126130,38628,,,166328,3762298,3494801,3940,3490861
Shikoku,199405,106970,69671,28080,204721,,,,942017,594615,0,,1741353,182797,,-74977,-27064,1822109,1215,54185,48568,,,103968,1718141,1622562,2246,1620316
Kyushu,199405,227379,40799,7727,275905,,,,2052843,2235191,64862,,4628801,564146,,6280,-5125,5194102,1751,116969,101257,,,219977,4974125,4754498,5587,4748911
Okinawa,199405,,,,,,,,320796,,,,320796,175311,,,,496107,,28690,,,,28690,467417,426862,323,426539
Hokkaido,199404,263562,46136,29848,339546,,,,747785,833490,19016,,1939837,184951,,-84575,-3128,2037085,1880,56206,44196,,,102282,1934803,1983855,4785,1979070
Tohoku,199404,1090378,39128,5098,1134604,,,,2338759,377280,47054,,3897697,1228993,,-98733,-17788,5010169,2917,107450,20923,,,131290,4878879,4984514,5626,4978888
Tokyo,199404,811547,77448,285885,1174880,,,,8615918,8585173,,,18375971,1384788,,269549,-447962,19582346,5338,396465,359682,,,761485,18820861,19689363,29917,19659446
Chubu,199404,678027,,68775,746802,,,,5423333,1890855,,,8060990,642571,,233247,-106934,8829874,3447,249631,85182,,,338260,8491614,8861566,9961,8851605
Hokuriku,199404,581812,148433,,730245,,,,280436,371676,,,1382357,776961,,-312432,-2816,1844070,1991,18648,24289,,,44928,1799142,1779102,1686,1777416
Kansai,199404,953753,34300,100431,1088484,,,,4490142,4010813,,,9589439,594537,,168262,-112220,10240018,6039,200713,195013,,,401765,9838253,10285451,13598,10271853
Chugoku,199404,353169,,32198,385367,,,,2006076,921599,,,3313042,663065,,-116710,-25459,3833938,1479,114615,37011,,,153105,3680833,3851867,3707,3848160
Shikoku,199404,127220,70161,19949,217330,,,,980418,505287,0,,1703035,160168,,-58699,-6248,1798256,1175,49070,44047,,,94292,1703964,1693827,2073,1691754
Kyushu,199404,331633,50494,26977,409104,,,,1458704,2478294,67663,,4413765,668937,,91,-29184,5053609,1885,96682,111597,,,210164,4843445,4963225,5216,4958009
Okinawa,199404,,,,,,,,331134,,,,331134,121057,,,,452191,,28048,,,,28048,424143,372513,274,372239
Hokkaido,199403,139856,18821,11501,170178,,,,1264680,658766,19826,,2113450,217289,,-45471,-65,2285203,1760,87370,42885,,,132015,2153188,1931853,5637,1926216
Tohoku,199403,634754,38303,13536,686593,,,,3438492,388046,55460,,4568591,1510256,,-308415,-10047,5760385,3483,139535,21862,,,164880,5595505,4959463,7341,4952122
Tokyo,199403,559407,81547,304921,945875,,,,11943017,8258524,,,21147416,1724260,,602689,-634880,22839485,6997,494507,363397,,,864901,21974584,19625673,30920,19594753
Chubu,199403,539999,,62472,602471,,,,7034082,1667740,,,9304293,669891,,330379,-81703,10222860,3486,310818,81367,,,395671,9827189,8931133,10339,8920794
Hokuriku,199403,259331,87591,,346922,,,,848486,401760,,,1597168,845692,,-311100,-1327,2130433,2390,40763,25580,,,68733,2061700,1934603,2032,1932571
Kansai,199403,671935,81891,100209,854035,,,,6467982,3856975,,,11178992,732486,,108100,-141729,11877849,7607,271480,182199,,,461286,11416563,10402109,15545,10386564
Chugoku,199403,363406,,48221,411627,,,,2686054,492577,,,3590258,1056743,,-130452,-50591,4465958,1980,148222,29705,,,179907,4286051,3873135,4355,3868780
Shikoku,199403,112095,65511,21628,199234,,,,1250872,595432,0,,2045538,155093,,-104873,-18218,2077540,1353,61995,38091,,,101439,1976101,1803961,2007,1801954
Kyushu,199403,224835,28755,4255,257845,,,,2291362,2518966,63330,,5131503,699520,,-140857,-5393,5684773,1654,124824,122552,,,249030,5435743,4975155,5609,4969546
Okinawa,199403,,,,,,,,294665,,,,294665,124453,,,,419118,,26238,,,,26238,392880,346728,283,346445
Hokkaido,199402,154981,8984,18145,182110,,,,1332223,389045,18028,,1921406,234087,,-24837,-198,2130458,1981,83653,26103,,,111737,2018721,2049707,5811,2043896
Tohoku,199402,476677,38663,5957,521297,,,,3204388,352128,41626,,4119439,1485781,,-196445,-2975,5405800,3273,129487,19716,,,152476,5253324,5104449,6804,5097645
Tokyo,199402,485717,78508,291194,855419,,,,11447893,7301158,,,19604470,1912292,,471895,-632193,21356464,6874,460527,316519,,,783920,20572544,20542971,31356,20511615
Chubu,199402,402398,,63550,465948,,,,6859908,1326052,,,8651908,580773,,380795,-94187,9519289,3552,299523,60972,,,364047,9155242,8957009,10131,8946878
Hokuriku,199402,200603,157855,,358458,,,,902900,362880,,,1624238,702443,,-317551,-387,2008743,2740,42839,22969,,,68548,1940195,1859400,2205,1857195
Kansai,199402,645579,141855,87306,874740,,,,5250180,4446577,,,10571497,663425,,162045,-133422,11263545,7684,237224,199648,,,444556,10818989,10556628,15222,10541406
Chugoku,199402,302331,,31477,333808,,,,2515228,309120,,,3158156,1347967,,-289758,-38681,4177684,1622,135413,18353,,,155388,4022296,3899192,3972,3895220
Shikoku,199402,81906,24259,6107,112272,,,,1074218,760297,0,,1946787,176064,,-157145,-2354,1963352,1243,57753,39382,,,98378,1864974,1790389,1873,1788516
Kyushu,199402,217035,40962,1897,259894,,,,2115829,2088482,57508,,4521713,819046,,-28999,-1169,5310591,1504,111049,97322,,,209875,5100716,4993219,5312,4987907
Okinawa,199402,,,,,,,,246194,,,,246194,133350,,,,379544,,23643,,,,23643,355901,367333,261,367072
Hokkaido,199401,188748,34284,20153,243185,,,,1347282,511881,17592,,2119940,244197,,-26442,-372,2337323,2233,87533,32208,,,121974,2215349,2048008,6349,2041659
Tohoku,199401,582093,50891,10323,643307,,,,3363646,389856,43136,,4439945,1594054,,-228281,-16131,5789587,3483,142374,21318,,,167175,5622412,5349059,6899,5342160
Tokyo,199401,572806,77747,238376,888929,,,,12178495,7527949,,,20595373,2212217,,556437,-537108,22826919,6584,496327,360216,,,863127,21963792,21028557,33126,20995431
Chubu,199401,474129,,61053,535182,,,,6787043,1470647,,,8792872,637200,,390606,-105493,9715185,4150,308035,66926,,,379111,9336074,9070407,11011,9059396
Hokuriku,199401,261524,158639,,420163,,,,936992,401760,,,1758915,660953,,-331172,-1292,2087404,2799,44611,25428,,,72838,2014566,1979069,2209,1976860
Kansai,199401,569663,33215,92572,695450,,,,4739982,5619825,,,11055257,695663,,166012,-160242,11756690,7943,218457,243339,,,469739,11286951,10885179,16318,10868861
Chugoku,199401,221923,,23799,245722,,,,2568126,567598,,,3381446,1363265,,-325553,-36996,4382162,1694,142047,27858,,,171599,4210563,3999245,4501,3994744
Shikoku,199401,64442,13835,7048,85325,,,,1161987,841819,0,,2089131,176163,,-157637,-4222,2103435,1446,60421,43532,,,105399,1998036,1861943,1942,1860001
Kyushu,199401,206540,18313,3996,228849,,,,2996745,1494835,64393,,4784822,998511,,-43970,-2167,5737196,1704,147604,82340,,,231648,5505548,5329933,5959,5323974
Okinawa,199401,,,,,,,,305000,,,,305000,113816,,,,418816,,27373,,,,27373,391443,382419,306,382113
Hokkaido,199312,236026,37874,24905,298805,,,,1035192,861468,17130,,2212595,162304,,-34400,-114,2340385,1895,72852,45992,,,120739,2219646,1858540,4920,1853620
Tohoku,199312,775392,46593,14336,836321,,,,3113177,132820,39320,,4121638,1452491,,164511,-6537,5732103,2717,140783,14299,,,157799,5574304,4889572,6228,4883344
Tokyo,199312,619065,90392,298579,1008036,,,,12196678,7477296,,,20682010,2337348,,98079,-636891,22480546,5866,502672,336963,,,845501,21635045,19082811,29148,19053663
Chubu,199312,568941,,88632,657573,,,,6157761,1843713,,,8659047,786193,,372061,-125113,9692188,3545,289693,82721,,,375959,9316229,8208221,9750,8198471
Hokuriku,199312,347411,132743,,480154,,,,823467,398892,,,1702513,702099,,-297497,-4686,2102429,2193,41406,25377,,,68976,2033453,1817963,1934,1816029
Kansai,199312,645032,18973,157609,821614,,,,4320037,5831333,,,10972984,784932,,246795,-199312,11805399,7118,199661,266340,,,473119,11332280,9943478,14890,9928588
Chugoku,199312,262368,,30838,293206,,,,2328645,710961,,,3332812,1455078,,-355519,-24208,4408163,1566,132082,31438,,,165086,4243077,3766058,3920,3762138
Shikoku,199312,81615,42144,14305,138064,,,,1087925,811750,0,,2037739,213372,,-175366,-7498,2068247,1282,59935,43286,,,104503,1963744,1715878,1848,1714030
Kyushu,199312,217544,21435,5647,244626,,,,2447517,2065610,67767,,4825520,949365,,-18664,-3803,5752418,1657,141255,99416,,,242328,5510090,4759157,5675,4753482
Okinawa,199312,,,,,,,,243025,,,,243025,185082,,,,428107,,22239,,,,22239,405868,387475,256,387219
Hokkaido,199311,274962,32455,49183,356600,,,,802740,833677,17061,,2010078,172622,,-63580,-7694,2111426,2246,56247,43893,,,102386,2009040,1832373,4726,1827647
Tohoku,199311,632559,33981,1593,668133,,,,2603451,334934,35205,,3641723,1409629,,117742,-2028,5167066,2341,123055,19091,,,144487,5022579,4623278,5217,4618061
Tokyo,199311,582787,20433,317852,921072,,,,10379696,7221630,,,18522398,2167964,,219833,-660361,20249834,5028,444724,295495,,,745247,19504587,18154035,32425,18121610
Chubu,199311,594071,,111090,705161,,,,5283678,2210804,,,8199643,716833,,200170,-162780,8953866,3637,252780,94687,,,351104,8602762,8046064,9875,8036189
Hokuriku,199311,298683,47792,,346475,,,,690877,388800,,,1426152,663037,,-188780,-3790,1896619,1758,37508,24671,,,63937,1832682,1721454,1850,1719604
Kansai,199311,643239,14174,171562,828975,,,,3535550,5450568,,,9815093,683735,,308205,-249811,10557222,6591,179128,236462,,,422181,10135041,9357709,14153,9343556
Chugoku,199311,225027,,22483,247510,,,,2322781,581149,,,3151440,1273134,,-350497,-19596,4054481,1450,125408,24987,,,151845,3902636,3538547,3777,3534770
Shikoku,199311,115476,58600,36254,210330,,,,1163471,426710,0,,1800511,223860,,-174461,-27094,1822816,1202,60166,31365,,,92733,1730083,1578897,1770,1577127
Kyushu,199311,243555,19972,9537,273064,,,,2127503,1992441,63426,,4456434,822906,,-68632,-6102,5204606,1603,118149,105688,,,225440,4979166,4620882,5398,4615484
Okinawa,199311,,,,,,,,264477,,,,264477,189773,,,,454250,,20237,,,,20237,434013,451246,318,450928
Hokkaido,199310,217352,36507,37858,291717,,,,1081078,631788,18386,,2022969,197225,,-71230,-15077,2133887,1919,73770,41352,,,117041,2016846,1826518,4093,1822425
Tohoku,199310,514990,25842,1386,542218,,,,2744263,389856,36263,,3712600,1058775,,372470,-4559,5139286,2156,119591,20800,,,142547,4996739,4622331,5155,4617176
Tokyo,199310,767676,46827,417116,1231619,,,,9921278,7467269,,,18620166,2157448,,11625,-742954,20046285,5501,422354,312261,,,740116,19306169,18570883,30561,18540322
Chubu,199310,632406,,112739,745145,,,,5153688,2286418,,,8185251,795060,,124367,-215092,8889586,3453,246290,97460,,,347203,8542383,8251721,9796,8241925
Hokuriku,199310,308975,90515,,399490,,,,503040,401760,,,1304290,718612,,-150388,-818,1871696,1744,28150,25538,,,55432,1816264,1712724,1756,1710968
Kansai,199310,865177,71290,122494,1058961,,,,3909123,4684706,,,9652790,763159,,294128,-178003,10532074,6075,189279,228777,,,424131,10107943,9808838,13688,9795150
Chugoku,199310,190654,,9461,200115,,,,2307858,610080,,,3118053,1200075,,-311303,-6453,4000372,1233,132914,25344,,,159491,3840881,3674653,3496,3671157
Shikoku,199310,110437,53803,18376,182616,,,,1183076,420819,0,,1786511,211683,,-149561,-8229,1840404,1329,63688,24250,,,89267,1751137,1641040,1784,1639256
Kyushu,199310,319267,32258,8124,359649,,,,1876664,2106580,58479,,4401372,852600,,-120108,-1717,5132147,1575,107129,104261,,,212965,4919182,4769454,5651,4763803
Okinawa,199310,,,,,,,,323308,,,,323308,196111,,,,519419,,23194,,,,23194,496225,525495,319,525176
Hokkaido,199309,176519,21788,21431,219738,,,,1438906,416832,5994,,2081470,178970,,-175432,-723,2084285,1312,86756,26994,,,115062,1969223,1861495,4129,1857366
Tohoku,199309,698294,52170,5607,756071,,,,2487663,376631,33985,,3654350,1115298,,263177,-8322,5024503,2596,118718,18685,,,139999,4884504,4714815,5813,4709002
Tokyo,199309,912395,135586,408132,1456113,,,,9661634,7815494,,,18933241,2593161,,295948,-694039,21128311,5530,447900,328753,,,782183,20346128,20603102,33930,20569172
Chubu,199309,921665,,191721,1113386,,,,5095319,2251830,,,8460535,969994,,250888,-304811,9376606,4110,259729,98918,,,362757,9013849,9216292,12666,9203626
Hokuriku,199309,453357,197630,,650987,,,,338637,386410,,,1376034,778492,,-288176,-5976,1860374,1941,23301,24909,,,50151,1810223,1754961,1867,1753094
Kansai,199309,1367186,233355,230454,1830995,,,,4063029,4619403,,,10513427,865217,,228127,-317938,11288833,7501,213087,203057,,,423645,10865188,11112199,15052,11097147
Chugoku,199309,402871,,51777,454648,,,,1939070,650266,,,3043984,1454890,,-342968,-52272,4103634,1654,129845,27337,,,158836,3944798,3966846,4016,3962830
Shikoku,199309,173254,81343,35709,290306,,,,1003659,487939,,,1781904,288296,,-149558,-21334,1899308,1399,62210,28457,,,92066,1807242,1770105,1763,1768342
Kyushu,199309,495487,107248,96311,699046,,,,2164880,1819749,61221,,4744896,849477,,-82006,-113177,5399190,2553,127570,103834,,,233957,5165233,5372462,6082,5366380
Okinawa,199309,,,,,,,,400919,,,,400919,193269,,,,594188,,27695,,,,27695,566493,587894,363,587531
Hokkaido,199308,210159,16891,20915,247965,,,,1348550,498105,,,2094620,181082,,-148841,-5487,2121374,1027,85701,30649,,,117377,2003997,1824269,4266,1820003
Tohoku,199308,863428,64761,21145,949334,,,,2491120,389586,35293,,3865333,1085389,,337857,-36714,5251865,2766,129754,19539,,,152059,5099806,4655682,5517,4650165
Tokyo,199308,998906,103896,510410,1613212,,,,8545602,9998060,,,20156874,2930301,,114419,-1004052,22197542,6414,457380,392904,,,856698,21340844,19811919,35237,19776682
Chubu,199308,1063134,,249077,1312211,,,,4820114,2368483,,,8500808,1160864,,331397,-359097,9633972,4288,258193,108650,,,371131,9262841,8698237,10620,8687617
Hokuriku,199308,535721,192513,,728234,,,,364575,401760,,,1494569,828058,,-364927,-8975,1948725,2067,29211,26176,,,57454,1891271,1794720,1802,1792918
Kansai,199308,1542573,216785,339285,2098643,,,,4338231,5398053,,,11834927,1031061,,237176,-484821,12618343,8664,240686,244585,,,493935,12124408,11595977,15802,11580175
Chugoku,199308,496028,,96114,592142,,,,1718781,952321,,,3263244,1533157,,-282287,-84639,4429475,1933,125391,39173,,,166497,4262978,4002483,4280,3998203
Shikoku,199308,173409,88085,82846,344340,,,,909483,841756,,,2095579,312744,,-150551,-74203,2183569,1486,64299,44633,,,110418,2073151,1893168,1961,1891207
Kyushu,199308,554973,159914,143071,857958,,,,2110562,2515496,72390,,5556406,829150,,-74243,-174075,6137238,3180,127649,127137,,,257966,5879272,5494159,6712,5487447
Okinawa,199308,,,,,,,,466538,,,,466538,206669,,,,673207,,30172,,,,30172,643035,612886,427,612459
Hokkaido,199307,251590,18420,43388,313398,,,,990628,861461,13570,,2179057,167986,,-225367,-19559,2102117,1057,72827,46058,,,119942,1982175,1724752,4092,1720660
Tohoku,199307,952335,55630,12455,1020420,,,,2531812,389856,34584,,3976672,1165537,,111157,-25794,5227572,2474,131807,19585,,,153866,5073706,4655105,5198,4649907
Tokyo,199307,980662,134940,528192,1643794,,,,8670272,9027007,,,19341073,2984188,,536423,-896678,21965006,5420,473968,374419,,,853807,21111199,19097227,33091,19064136
Chubu,199307,1008970,,192107,1201077,,,,5005980,2495153,,,8702210,1127199,,371161,-250694,9949876,3585,265906,111413,,,380904,9568972,8625870,9799,8616071
Hokuriku,199307,583089,273865,,856954,,,,501401,237389,,,1595744,814398,,-351526,-6155,2052461,2105,34120,19830,,,56055,1996406,1810429,1967,1808462
Kansai,199307,1673702,283561,334314,2291577,,,,4342973,5207002,,,11841552,1027895,,195338,-480323,12584462,8470,237450,237140,,,483060,12101402,10582508,14943,10567565
Chugoku,199307,450605,,116601,567206,,,,1867534,951473,,,3386213,1564069,,-355827,-95561,4498894,1839,135106,39588,,,176533,4322361,3773323,4239,3769084
Shikoku,199307,184580,96336,85715,366631,,,,854759,841270,,,2062660,333921,,-197446,-72427,2126708,1446,62231,44109,,,107786,2018922,1787042,1919,1785123
Kyushu,199307,567297,175126,129006,871429,,,,2121400,2318264,73354,,5384447,1024548,,-83913,-136960,6188122,3009,137101,123339,,,263449,5924673,5175202,6590,5168612
Okinawa,199307,,,,,,,,483757,,,,483757,197789,,,,681546,,30717,,,,30717,650829,554671,406,554265
Hokkaido,199306,416759,39510,56512,512781,,,,669975,833660,15282,,2031698,161019,,-208561,-21443,1962713,1714,56144,44189,,,102047,1860666,1701666,4413,1697253
Tohoku,199306,928107,72341,3413,1003861,,,,2547227,328864,23431,,3903383,1143874,,-55116,-7817,4984324,2415,119800,17539,,,139754,4844570,4545820,5011,4540809
Tokyo,199306,865055,84143,360044,1309242,,,,10549019,6546889,,,18405150,2350437,,664283,-545972,20873898,4995,487481,298864,,,791340,20082558,18347363,32597,18314766
Chubu,199306,729928,,74694,804622,,,,6329519,1217381,,,8351522,587744,,374698,-93575,9220389,3141,304232,74416,,,381789,8838600,8103871,9190,8094681
Hokuriku,199306,538888,262071,,800959,,,,781361,62382,,,1644702,500412,,-279915,-1141,1864058,1917,42165,10414,,,54496,1809562,1715217,1753,1713464
Kansai,199306,1278982,205531,185958,1670471,,,,3926096,4986684,,,10583251,633693,,160342,-257342,11119944,6991,203989,214938,,,425918,10694026,9501254,13616,9487638
Chugoku,199306,245636,,45684,291320,,,,1918863,921600,,,3131783,1426196,,-379539,-45005,4133435,1507,122351,38168,,,162026,3971409,3575793,3835,3571958
Shikoku,199306,157753,89994,62379,310126,,,,935026,610119,,,1855271,269568,,-162116,-47229,1915494,1293,59932,40207,,,101432,1814062,1646815,1694,1645121
Kyushu,199306,426185,116896,57097,600178,,,,2162518,1816779,60621,,4640096,996843,,-114076,-50310,5472553,2160,128129,98989,,,229278,5243275,4585550,5918,4579632
Okinawa,199306,,,,,,,,387287,,,,387287,193231,,,,580518,,26579,,,,26579,553939,473791,384,473407
Hokkaido,199305,388453,43597,38408,470458,,,,678745,861473,16931,,2027607,144702,,-151651,-21551,1999107,2402,60282,45902,,,108586,1890521,1784669,4348,1780321
Tohoku,199305,1109889,60238,3406,1173533,,,,2469412,,5948,,3648893,1273896,,-4406,-13719,4904664,2315,107923,6552,,,116790,4787874,4526822,4763,4522059
Tokyo,199305,982260,141520,350524,1474304,,,,9996592,5980701,,,17451597,2152264,,396675,-513440,19487096,5050,450724,274284,,,730058,18757038,18085718,29140,18056578
Chubu,199305,829565,,92528,922093,,,,4952536,1888362,,,7762991,555977,,347498,-116733,8549733,3361,242437,91095,,,336893,8212840,8036599,9247,8027352
Hokuriku,199305,614331,204815,,819146,,,,409965,246081,,,1475192,606898,,-278332,-4787,1798971,1925,26133,18055,,,46113,1752858,1702043,1682,1700361
Kansai,199305,1305283,152311,212164,1669758,,,,2999234,5152995,,,9821987,496879,,195277,-330666,10183477,7039,166132,217039,,,390210,9793267,9473994,13222,9460772
Chugoku,199305,265199,,33875,299074,,,,1689719,952322,,,2941115,1353543,,-322210,-51066,3921382,1508,119727,38383,,,159618,3761764,3594419,3497,3590922
Shikoku,199305,122241,43655,15415,181311,,,,1173237,420908,,,1775456,163601,,-121712,-13013,1804332,1234,61409,26305,,,88948,1715384,1611417,1548,1609869
Kyushu,199305,340984,57499,10658,409141,,,,1953534,1739835,75396,,4177906,888530,,-61139,-6722,4998575,1747,115815,74481,,,192043,4806532,4695100,5462,4689638
Okinawa,199305,,,,,,,,315759,,,,315759,193624,,,,509383,,23563,,,,23563,485820,398719,278,398441
Hokkaido,199304,223608,32779,32032,288419,,,,954225,833673,15983,,2092300,119016,,-152058,-21499,2037759,2107,72397,44672,,,119176,1918583,1881350,4646,1876704
Tohoku,199304,966309,31758,11678,1009745,,,,2816045,0,32803,,3858593,982423,,200979,-39502,5002493,2734,113769,2586,,,119089,4883404,5012921,5328,5007593
Tokyo,199304,728628,52127,340716,1121471,,,,12048048,5528094,,,18697613,1725768,,65664,-737074,19751971,5751,474691,270305,,,750747,19001224,19095879,29843,19066036
Chubu,199304,501962,,41055,543017,,,,5820275,1730428,,,8093720,571038,,354508,-58945,8960321,3160,258485,89537,,,351182,8609139,8843805,9297,8834508
Hokuriku,199304,456743,116352,,573095,,,,546509,222556,,,1342160,801397,,-238251,-8915,1896391,1903,27383,18313,,,47599,1848792,1828226,1707,1826519
Kansai,199304,855787,36707,216747,1109241,,,,2953125,5761020,,,9823386,585264,,225319,-288983,10344986,6993,144287,238072,,,389352,9955634,10256030,13660,10242370
Chugoku,199304,203787,,49018,252805,,,,1854162,916718,,,3023685,1283235,,-300348,-59372,3947200,1562,121526,36242,,,159330,3787870,3884553,3432,3881121
Shikoku,199304,68628,26440,24505,119573,,,,1315261,407357,,,1842191,145314,,-155752,-24844,1806909,1269,60142,23211,,,84622,1722287,1700995,1440,1699555
Kyushu,199304,213596,31349,4141,249086,,,,2288626,1683726,73187,,4294625,678261,,-61,-864,4971961,1554,122875,71224,,,195653,4776308,4852663,5160,4847503
Okinawa,199304,,,,,,,,286604,,,,286604,123838,,,,410442,,21288,,,,21288,389154,360718,262,360456
Hokkaido,199303,147083,18786,33758,199627,,,,1055331,861466,,,2116424,123783,,-24838,-19001,2196368,1965,78085,46486,,,126536,2069832,1868252,4477,1863775
Tohoku,199303,749461,39094,12805,801360,,,,3269727,0,,,4071087,1095144,,402331,-22473,5546089,3536,132020,3063,,,138619,5407470,4900724,6682,4894042
Tokyo,199303,526735,70235,343525,940495,,,,13840366,5946587,,,20727448,2370332,,-110279,-812529,22174972,6745,535309,283009,,,825063,21349909,19023712,29348,18994364
Chubu,199303,544531,,47779,592310,,,,6457425,1959876,,,9009611,737113,,354550,-53861,10047413,3430,282347,97505,,,383282,9664131,8746008,10075,8735933
Hokuriku,199303,317887,151083,,468970,,,,755776,173016,,,1397762,901294,,-203746,-3180,2092130,2376,37129,18408,,,57913,2034217,1909470,2013,1907457
